Source: ACS 5-Year Estimates Public Use Microdata Sample 2018
Weight used: PWGTP
"Universe: selected geographies: Western Upper Peninsula PUM..., Eastern Upper Peninsula PUM..., Northeast Lower Peninsula P..., Northwest Lower Peninsula (..., Northwest Lower Peninsula (..., Newaygo, Mason, Oceana & La..., Muskegon County PUMA, Michigan, Ottawa County (West) PUMA, ..., Ottawa County (East) PUMA, ..., Allegan County PUMA, Michigan, Kent County (Southwest) PUM..., Kent County (Central)--Gran..., Kent County (Southeast) PUM..., Kent County (North) PUMA, M..., Ionia, Montcalm, Mecosta & ..., Isabella, Gratiot & Clare C..., Iosco, Gladwin, Roscommon, ..., Bay & Midland Counties PUMA..., Saginaw County PUMA, Michigan, Tuscola, Sanilac & Huron Co..., Genesee (East) & Lapeer Cou..., Genesee County (Central, Ou..., Genesee County (Central)--F..., Genesee (West) & Shiawassee..., Ingham County (South & East..., Ingham County (Northwest) P..., Eaton & Clinton Counties PU..., Calhoun & Barry Counties PU..., Kalamazoo County (Outer) PU..., Kalamazoo County (Central)-..., St. Joseph & Branch Countie..., Van Buren & Cass Counties P..., Berrien County PUMA, Michigan, Lenawee & Hillsdale Countie..., Jackson County PUMA, Michigan, Washtenaw County (West, Nor..., Washtenaw County (East Cent..., Washtenaw County (East Cent..., Livingston County PUMA, Mic..., Oakland County (West) PUMA,..., Oakland County (Northeast) ..., Oakland County (East Centra..., Oakland County (Central) PU..., Oakland County (Southwest) ..., Oakland County (Central)--B..., Oakland County (South Centr..., Oakland County (Southeast) ..., Macomb County (North) PUMA,..., Macomb County (Central) PUM..., Macomb County (Southwest)--..., Macomb County (Southeast)--..., Macomb County (Southeast)--..., Macomb County (Southwest)--..., St. Clair County PUMA, Mich..., Wayne County (Northwest) PU..., Wayne County (North Central..., Wayne County (Central)--Dea..., Wayne County (Central)--Wes..., Wayne County (Southwest) PU..., Wayne County (Southeast)--D..., Wayne County (Southeast)--D..., Detroit City (Northwest) PU..., Detroit City (North Central..., Detroit City (Northeast) PU..., Detroit City (South Central..., Detroit City (Southwest) PU..., Wayne County (Northeast)--I..., Monroe County PUMA, Michigan; Occupation recode for 2018 and later based on 2018 OCC codes (OCCP): CMM-Computer And Information Research Scientists, CMM-Computer Systems Analysts, CMM-Information Security Analysts, CMM-Computer Programmers, CMM-Software Developers, CMM-Software Quality Assurance Analysts and Testers, CMM-Web Developers, CMM-Web And Digital Interface Designers, CMM-Computer Support Specialists, CMM-Database Administrators and Architects, CMM-Network And Computer Systems Administrators, CMM-Computer Network Architects, CMM-Computer Occupations, All Other, CMM-Actuaries, CMM-Operations Research Analysts, CMM-Other Mathematical Science Occupations, ENG-Architects, Except Landscape And Naval, ENG-Landscape Architects, ENG-Surveyors, Cartographers, And Photogrammetrists, ENG-Aerospace Engineers, ENG-Biomedical And Agricultural Engineers, ENG-Chemical Engineers, ENG-Civil Engineers, ENG-Computer Hardware Engineers, ENG-Electrical And Electronics Engineers, ENG-Environmental Engineers, ENG-Industrial Engineers, Including Health And Safety, ENG-Marine Engineers And Naval Architects, ENG-Materials Engineers, ENG-Mechanical Engineers, ENG-Petroleum, Mining And Geological Engineers, Including Mining Safety Engineers, ENG-Other Engineers, ENG-Architectural And Civil Drafters, ENG-Other Drafters, ENG-Electrical And Electronic Engineering Technologists And Technicians, ENG-Other Engineering Technologists And Technicians, Except Drafters, ENG-Surveying And Mapping Technicians; Educational attainment (SCHL): Regular high school diploma, Associate's degree, Bachelor's degree, Master's degree, Doctorate degree"
"Oakland County (South Central)--Farmington & Southfield Area PUMA, Michigan","","","","","","","","44","37","","","","","","","","","45","52","","","27","33","32","45","","","33","37","","","","26","","","","","","","","23","29","46","37","","","","","","","","","68","34","","","","35","","","","61","47","56","","","","","","","","","42","44","","","","","47","","","","31","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","46","","","","26","","","","","67","30","54","","","","","","","","","62","","","","","","","","","","","","","","37","28","","","","","","","","","43","58","","","","","","","","","","","","","46","","","","","","","","","","","","",""
"Oakland County (Southeast) PUMA, Michigan","","","31","","","","","31","31","","","","22","","","31","31","45","","73","","47","36","30","44","","","","","","","","27","","","","","26","","","","31","48","","","","","41","","","25","","42","","","","","","","","","37","38","56","","","","","","","","","44","42","","","","","","40","","","41","50","53","","","64","37","","","","","","","","","","","","","","","","","","","","","","40","64","43","28","","","","41","","","","","56","","","","","58","34","","","39","42","","","","","","","","","","","67","","","","32","35","","","","","","","48","69","38","56","","","47","32","","","","","30","","","","60","","","","","48","","","","","","35","",""
"Macomb County (North) PUMA, Michigan","","","","","","","","40","","","","","","","","","35","66","","","","","","43","","","","","","","","","","","","21","","","","","","51","40","","","","49","","28","","","","53","","","","","","","","","","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","","51","","","","","","","","","35","49","","","","","","","","","","","","","","","","","","","","","","","","","","62","","","","","","","56","","","59","","","","","","","","","44","","","","","","","","","","","","","","","","",""
"Macomb County (Central) PUMA, Michigan","","","","","","","","24","","","","52","","","","","","44","53","","","","47","61","","","","","","","","40","","","","","","","","","","","38","","","","","","","","","","","","","","","","","","","49","","40","","","","38","","","","","56","","","","","","","","26","","","","","","","","37","","","","","","","","","","","","","","","","","","","","","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","42","49","","","","","","","","","","44","","","","51","","","","","","","","","","","","",""
"Macomb County (Southwest)--Sterling Heights City PUMA, Michigan","","","","","","","","","28","","","","29","","","","","27","","","","","31","29","","","","56","","","","","","","","","","","","","","55","","","","","","","59","","","","59","","","","","","","","56","50","","","","","","","","","","","","53","","","","","","53","","","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","50","","","","","","","","","48","41","","","","","","","","","","","","","","","","","","","","","","","","52","","","","","","","","56","57","35","","","","47","","","","","","43","","","","","","","","","","","","","","","","",""
"Macomb County (Southeast)--Mount Clemens & Fraser Area PUMA, Michigan","","","","","","","55","59","52","","","","","","","","","25","","","","","64","","37","","","25","","","","","26","","","","","","","","47","35","40","","","","","71","","","","33","","","","","","","","","","37","","","","","","","","","","","","","","","","","","","","","","39","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","49","","","","","","","","","","","64","","","","","","","","28","","","","","","","","","","","","","","","60","","","","","","","","","","","","","","","45","","","","49","","35","","","","","","","","","","","","","38","","","",""
"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area PUMA; Michigan","","","","","","","32","43","57","","","","","","","","55","52","","","","38","29","43","","","61","","","","","","","","","","","28","","","41","35","37","","","","56","","","","","","","62","","","","","","","","22","52","","","","","","","","","","","","","","","","","","","","","","","","","","37","","","","","","","","","","","","","","","","","","","","","","","","42","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","","","","","","","","","","","59","","","","","","","45","60","71","","","","49","","","","","33","","","","","","","",""
"Macomb County (Southwest)--Warren & Center Line Cities PUMA, Michigan","","","","","","","","39","","","","","","","","","","","","","","45","32","27","","","","","","","","","","","","","","32","","","","41","23","","","","","","","","","42","","","","","","","","","38","","30","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","","36","","","","","","","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","34","","","","","","","","51","","","","","","","","","","","","","","","","","","",""
"St. Clair County PUMA, Michigan","","","","","","","55","72","67","","","","","","","39","38","33","","","","","31","","","","","","41","","42","","53","","","","","","","","","23","23","","","","50","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","61","62","","51","54","","","","57","","67","","","","","","","","","","","","","","","","","","","","57","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","","","","","","","","","23","","","","","","","","","","","","","","","","","","","","52","","","","","","","",""
"Wayne County (Northwest) PUMA, Michigan","","","","","","","","61","49","","","","58","","","","22","38","48","","","30","36","40","","","","37","","","","","42","39","","","","30","","","30","35","33","51","","","","","","","","","","","","","","54","","","","41","43","35","67","","","","","","","","49","","","","","","40","","","","73","39","","","","","","","","","","26","","","","","","","","","","","","","","","","","","69","35","38","40","","","52","","","","","","","","","","31","29","","","","","","","","","","","","","","","","","","","29","37","47","","","","","","","59","46","42","","","","","","","","","48","","","","","38","","","19","65","","","","","","","",""
"Wayne County (North Central)--Livonia City & Redford Charter Township PUMA, Michigan","","","","","","","","51","43","","","","","49","","","","45","","","","","38","46","50","","","55","","","","53","","","","","","","","","","","45","29","","","","55","","","","","","","","","","","","","","58","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","33","","","","","","","","25","56","","","","","","","","","","","","","","","","","","","","","","","","46","60","","","","","","","","","","44","53","","","","31","62","","","","75","","","","","","","","","","","","","","","","",""
"Wayne County (Central)--Dearborn & Dearborn Heights Cities PUMA, Michigan","","","","","","","","37","46","","","","","","","","61","31","48","","","32","29","33","","","","","","","","","","","","","","40","","","","","59","","","","","","","","61","","","","","","","","","","","43","54","","","","","","","","","","","30","","","","","","","","","59","","","","","","37","","","","","","","","","","","","","","","","","","","","","","89","","","","","","","22","39","","","","","","","","","","","","","","61","","","","","","","","","","","","","","","24","","","","","","","","","","52","35","29","","","","","","50","","","","","","","","","","","","","45","","","","","",""
"Wayne County (Central)--Westland, Garden City, Inkster & Wayne Cities PUMA; Michigan","","","","","","","","54","23","","","","49","","","","","46","37","","","","30","37","","","","35","","","","","33","","","","","","","","","36","57","56","","","","25","27","","","","36","","","","","","","","","","","","","","","","","","","","","","","","","64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","","","","","","","","","","","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wayne County (Southwest) PUMA, Michigan","","","","","","56","47","32","","","","","","","","","","45","","","","","43","","","","","","","","50","","","","","","","","","","56","64","39","","","","","","","","","","","","","","","29","","","","41","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","","","","","","","","","","","","","","","","","","","","","","",""
"Wayne County (Southeast)--Downriver Area (South) PUMA, Michigan","","","","","","","","","","","","","","34","","","58","28","","","","","44","","","","","","","","","","","","","","","25","","","","49","30","","","","","","42","","","65","","","","","","","","","25","51","59","","","","","","","","","","","","","","","","41","","","","42","","","","","","","","","","","","","","","","24","","","","","","","","","","","","","","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","","","","","","","","","","51","","","","","64","","","","","","","","","","","","","","","","","","","","","",""
"Wayne County (Southeast)--Downriver Area (North) PUMA, Michigan","","","","","","","","","","","","","25","","","","61","","","","","","","","","","47","","","","","","","","","","","","","","","29","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","48","","","","","","","","","","","","","","","45","","","","","","","","","","","","","","","","","","","49","57","","","","","","","","","","","","","","","","",""
"Detroit City (Northwest) PUMA, Michigan","","","","","","","","","","","","","","","","","","","","","","","","76","","","","","","","","","31","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","","","","","","","","","","57","","","","","","","","","","","","","","","","","","","","","","","","","","",""
